,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
35,0.35600000000000004,3.54,3.326,3.306,0.44799999999999995,3.174,1.465,1.984,1.088,-1.383,-2.7260000000000004,0.244,0.387,2.838,-0.295,-10.925,0.682,-1.841,1.2409999999999999,-4.283,0.488,0.43700000000000006,0.59,-1.139,-2.7260000000000004,1.495,4.862,-0.9159999999999999,-3.764,1.109,7.284,9.776,-4.5169999999999995,2.258,-1.811,0.23399999999999999,6.409,2.95,1.79,-0.732,1.3330000000000002,-0.7929999999999999,1.6680000000000001,-2.055,0.875,1.6780000000000002,1.801,2.96,1.4040000000000001,-0.498,3.8960000000000004,3.347,1.2,-0.519,7.08,4.1,0.498,-0.753,-0.8240000000000001,-0.397,-0.397,-0.387,5.686,5.473
36,-0.621,2.563,5.768,1.841,-0.040999999999999995,2.197,1.465,1.495,0.6,-1.383,-2.7260000000000004,0.732,-0.102,1.8619999999999999,0.682,-11.414000000000001,0.193,-1.841,1.2409999999999999,-4.771,0.0,0.43700000000000006,0.59,-1.6280000000000001,-2.7260000000000004,0.519,5.351,-0.9159999999999999,-3.764,1.109,7.772,9.776,-5.492999999999999,-0.183,-2.299,-1.2309999999999999,7.385,2.4619999999999997,0.326,-0.244,0.8440000000000001,-0.7929999999999999,1.6680000000000001,-3.031,-0.102,1.19,2.289,1.984,0.9159999999999999,-0.01,4.3839999999999995,3.347,0.7120000000000001,-0.031,8.057,3.611,0.498,-0.753,-0.336,-0.885,-0.885,-0.387,6.175,5.961
37,-2.085,1.099,9.186,-0.11199999999999999,-1.0170000000000001,1.2209999999999999,0.488,1.0070000000000001,-0.865,-1.8719999999999999,-3.215,1.2209999999999999,-0.59,0.397,1.17,-12.39,-0.7829999999999999,-0.865,1.2409999999999999,-4.283,-0.488,0.43700000000000006,0.102,-1.139,-3.215,0.519,5.8389999999999995,-0.42700000000000005,-3.764,0.621,8.748,9.776,-5.492999999999999,-2.625,-3.764,-1.719,7.385,1.485,-0.6509999999999999,0.732,-0.621,-0.7929999999999999,1.6680000000000001,-3.031,-1.078,0.7020000000000001,2.7769999999999997,1.0070000000000001,0.42700000000000005,0.966,4.3839999999999995,3.835,-0.264,0.946,9.033,3.611,0.01,-0.753,0.6409999999999999,-0.885,-0.885,-0.387,5.686,5.473
38,-2.574,0.61,11.139000000000001,-1.088,-1.994,0.732,-0.488,1.0070000000000001,-2.33,-1.8719999999999999,-4.678999999999999,1.2209999999999999,-1.567,-1.068,1.6580000000000001,-14.343,-1.272,0.6,1.2409999999999999,-2.818,-0.977,1.4140000000000001,-0.387,-0.6509999999999999,-3.215,1.0070000000000001,6.327000000000001,-0.42700000000000005,-4.252,0.132,8.748,8.799,-5.492999999999999,-4.578,-4.74,-1.719,6.409,0.509,-1.139,1.2209999999999999,-1.597,-0.7929999999999999,1.18,-3.031,-1.567,0.7020000000000001,2.7769999999999997,0.519,-0.061,1.943,4.3839999999999995,4.812,-0.753,1.923,10.01,4.1,-0.478,-0.753,0.153,-0.397,-1.3730000000000002,0.102,4.71,4.496
39,-2.085,1.587,11.139000000000001,-1.088,-1.506,1.2209999999999999,-0.488,1.495,-3.306,-1.383,-6.144,1.709,-1.567,-2.045,2.635,-16.785,-1.272,2.065,1.2409999999999999,-1.841,-0.977,1.902,-0.875,-0.163,-3.7030000000000003,1.495,5.8389999999999995,-1.4040000000000001,-4.74,-0.8440000000000001,7.772,6.846,-4.5169999999999995,-5.066,-5.7170000000000005,-0.254,6.897,-0.46799999999999997,-0.163,2.197,-2.085,0.183,0.6920000000000001,-2.543,-2.055,1.19,2.7769999999999997,1.0070000000000001,-0.061,2.431,3.408,4.323,-0.753,2.411,9.521,4.1,0.01,-1.2409999999999999,-1.801,-0.397,-1.3730000000000002,-0.387,3.733,3.52
40,-1.109,3.052,9.674,-0.6,-0.040999999999999995,2.197,0.0,2.472,-2.33,-0.895,-6.144,1.709,-1.078,-1.556,3.123,-18.738,-0.7829999999999999,2.065,1.2409999999999999,-1.3530000000000002,-0.977,1.902,-1.851,-0.163,-4.191,1.0070000000000001,4.862,-2.38,-5.7170000000000005,-2.7969999999999997,6.307,5.87,-3.052,-3.6010000000000004,-5.7170000000000005,0.23399999999999999,8.362,0.02,1.79,2.197,-1.597,0.6709999999999999,1.18,-1.567,-1.078,0.7020000000000001,2.7769999999999997,2.472,-0.061,2.431,2.92,2.858,-0.753,1.923,7.568,3.123,0.498,-2.218,-3.7539999999999996,-0.885,-1.8619999999999999,-0.387,2.7569999999999997,3.031
41,0.8440000000000001,5.005,8.698,0.865,1.912,3.662,1.465,2.472,-0.865,-0.895,-4.678999999999999,1.709,0.387,-0.58,4.1,-18.25,0.193,1.577,0.753,-1.841,-0.977,1.4140000000000001,-2.34,-1.139,-4.678999999999999,0.031,3.398,-3.845,-7.182,-5.239,4.354,5.87,-1.099,-1.6480000000000001,-4.252,0.23399999999999999,11.292,0.997,4.232,1.709,0.35600000000000004,1.16,2.157,-1.078,0.875,0.7020000000000001,1.801,3.937,-0.061,1.943,1.943,1.882,-0.264,1.4340000000000002,5.615,1.17,0.987,-3.682,-6.195,-1.3730000000000002,-2.838,-0.875,3.245,4.008
42,3.286,6.47,10.162,1.841,3.866,5.127000000000001,3.906,2.472,2.065,-0.895,-2.238,1.2209999999999999,1.851,0.397,4.588,-15.32,1.17,0.6,0.753,-2.818,-1.465,0.43700000000000006,-3.3160000000000003,-2.116,-5.656000000000001,-0.946,1.933,-5.31,-8.647,-7.192,1.912,8.311,0.8540000000000001,0.305,-2.299,-0.743,13.732999999999999,1.973,6.185,0.732,2.309,0.6709999999999999,3.133,-1.078,2.8280000000000003,0.7020000000000001,1.801,5.402,-0.061,0.966,0.966,0.905,0.7120000000000001,0.946,3.174,-0.7829999999999999,1.963,-5.147,-7.66,-2.35,-3.326,-1.3630000000000002,5.1979999999999995,5.473
43,4.751,7.446000000000001,13.092,2.818,5.33,5.615,5.371,1.984,4.018,-1.8719999999999999,-0.773,0.732,3.3160000000000003,0.885,4.588,-10.925,1.17,-0.865,0.264,-3.7939999999999996,-1.953,-0.539,-3.805,-3.092,-6.632000000000001,-1.4340000000000002,1.933,-6.287000000000001,-10.111,-9.633,0.44799999999999995,12.217,2.8080000000000003,1.2819999999999998,-0.34600000000000003,-1.719,14.220999999999998,2.4619999999999997,7.1610000000000005,-0.244,3.7739999999999996,-0.305,3.6210000000000004,-1.078,4.781000000000001,0.7020000000000001,1.801,6.377999999999999,-0.061,-0.01,0.478,-0.5589999999999999,0.7120000000000001,-0.031,2.197,-2.736,2.452,-6.124,-9.125,-3.326,-4.303,-2.34,7.64,7.426
44,6.704,7.446000000000001,16.022000000000002,3.306,6.307,6.104,5.859,1.984,5.483,-2.8480000000000003,0.203,1.2209999999999999,4.293,-0.092,4.1,-8.484,0.682,-2.818,-0.22399999999999998,-4.771,-1.953,-1.516,-4.293,-4.5569999999999995,-8.097000000000001,-2.411,1.444,-7.751,-11.088,-11.587,-1.506,16.123,4.272,1.77,0.631,-1.2309999999999999,13.245,2.4619999999999997,7.65,-1.2209999999999999,4.262,-1.77,3.133,-0.59,5.757999999999999,0.214,1.3119999999999998,6.8660000000000005,-1.038,-2.452,0.478,-2.513,1.2,-0.519,1.709,-4.2010000000000005,3.428,-7.5889999999999995,-10.101,-4.791,-4.791,-2.8280000000000003,10.081,9.867
45,8.657,7.446000000000001,16.51,4.283,6.795,6.5920000000000005,5.371,2.472,5.483,-2.8480000000000003,0.203,1.2209999999999999,4.293,-1.556,3.123,-7.996,-0.295,-3.7939999999999996,-1.2,-6.236000000000001,-2.93,-2.9810000000000003,-5.269,-6.022,-9.074,-3.8760000000000003,1.444,-8.728,-12.065,-12.562999999999999,-2.97,19.541,6.226,1.77,1.119,-0.254,12.267999999999999,1.973,7.65,-1.2209999999999999,4.262,-3.235,2.645,-0.102,6.246,-1.251,0.8240000000000001,7.355,-2.0140000000000002,-4.405,-0.498,-4.954,0.7120000000000001,-1.0070000000000001,0.732,-5.666,3.9160000000000004,-8.565,-11.565999999999999,-6.256,-6.256,-3.3160000000000003,11.546,11.332
46,9.633,8.423,14.069,4.283,7.772,7.568,5.371,3.448,4.995,-2.8480000000000003,-0.285,1.709,4.293,-2.533,1.6580000000000001,-9.949,-1.272,-4.283,-2.177,-7.7010000000000005,-3.418,-3.469,-6.734,-7.487,-10.05,-5.341,-0.02,-9.705,-13.529000000000002,-13.54,-4.435,20.518,7.69,1.77,0.631,0.722,12.267999999999999,2.4619999999999997,8.138,-0.244,3.286,-4.211,1.18,0.387,6.246,-2.716,-0.153,7.843,-3.4789999999999996,-5.381,-1.963,-6.419,0.22399999999999998,-1.0070000000000001,-0.732,-7.131,3.9160000000000004,-9.542,-14.008,-6.744,-7.233,-4.293,12.034,11.82
47,10.122,9.399,11.139000000000001,3.7939999999999996,8.26,8.057,5.859,4.425,4.995,-1.8719999999999999,-1.261,2.6860000000000004,3.805,-2.533,-0.295,-12.39,-2.736,-3.306,-3.642,-8.189,-4.395,-3.957,-7.711,-7.975,-10.539000000000001,-6.805,-1.973,-10.681,-14.505999999999998,-14.027999999999999,-5.9,21.006,8.179,1.77,-0.34600000000000003,1.699,12.755999999999998,2.95,9.115,0.732,2.7969999999999997,-4.211,0.203,1.3630000000000002,6.246,-4.181,-1.617,8.82,-4.944,-5.381,-3.9160000000000004,-6.907,-0.753,-0.519,-3.174,-9.084,3.9160000000000004,-10.517999999999999,-15.960999999999999,-7.721,-8.209,-4.293,11.546,11.332
48,10.122,10.376,9.186,3.7939999999999996,8.748,8.545,6.348,4.913,4.995,-1.383,-1.75,3.174,3.3160000000000003,-2.045,-1.76,-14.343,-3.225,-1.841,-5.107,-8.677,-4.883,-3.469,-9.176,-7.975,-11.027000000000001,-8.27,-3.927,-11.169,-15.482999999999999,-14.027999999999999,-6.877000000000001,20.03,8.179,2.258,-0.8340000000000001,1.699,13.245,3.927,9.603,2.197,2.309,-3.7230000000000003,-1.261,1.3630000000000002,5.757999999999999,-5.646,-3.082,8.82,-6.409,-4.405,-5.381,-6.419,-1.2409999999999999,-0.031,-5.615,-10.061,3.9160000000000004,-11.007,-17.914,-7.721,-9.186,-4.293,10.081,9.867
49,9.145,10.376,8.698,3.7939999999999996,8.26,8.057,6.836,5.402,4.995,-0.895,-2.7260000000000004,3.662,3.3160000000000003,-1.068,-2.736,-15.32,-3.225,-0.865,-6.082999999999999,-8.677,-5.371,-3.469,-9.664,-7.975,-11.515,-9.735,-5.88,-11.658,-15.482999999999999,-14.515999999999998,-7.853,19.053,6.226,2.258,-1.3219999999999998,1.2109999999999999,11.78,3.438,8.626,2.6860000000000004,2.309,-2.747,-1.75,1.3630000000000002,5.757999999999999,-6.622000000000001,-4.059,8.82,-6.897,-4.405,-5.87,-6.419,-1.729,0.946,-7.08,-10.549000000000001,3.9160000000000004,-11.495,-18.89,-7.233,-9.674,-4.293,8.128,7.914
50,7.68,9.399,9.674,4.283,6.795,7.568,6.348,4.913,4.506,-0.895,-3.7030000000000003,4.15,2.8280000000000003,-1.556,-4.2010000000000005,-15.808,-3.225,-0.865,-6.082999999999999,-9.165,-4.883,-2.9810000000000003,-10.152000000000001,-7.975,-11.515,-10.712,-7.345,-11.658,-15.482999999999999,-14.515999999999998,-7.853,17.1,4.272,1.77,-1.3219999999999998,0.722,9.827,1.485,6.672999999999999,2.6860000000000004,2.309,-3.235,-2.238,1.3630000000000002,5.269,-7.599,-5.035,7.843,-6.409,-4.405,-6.358,-6.907,-1.729,0.946,-7.08,-10.549000000000001,3.428,-11.495,-18.89,-7.233,-9.674,-4.293,5.686,5.961
51,5.727,7.446000000000001,10.162,3.306,5.33,6.104,5.371,4.425,4.018,-1.8719999999999999,-4.191,3.662,2.8280000000000003,-3.0210000000000004,-5.666,-16.296,-3.225,-1.3530000000000002,-5.595,-9.654,-4.883,-3.469,-9.664,-7.975,-11.515,-11.2,-7.832999999999999,-11.658,-15.482999999999999,-15.004000000000001,-7.365,14.659,1.831,0.7929999999999999,-0.8340000000000001,0.722,7.385,-1.444,5.207999999999999,2.197,1.821,-3.7230000000000003,-2.7260000000000004,1.3630000000000002,4.293,-8.087,-6.0120000000000005,6.8660000000000005,-5.92,-5.381,-6.846,-8.372,-1.729,0.45799999999999996,-6.5920000000000005,-10.549000000000001,3.428,-11.495,-19.379,-7.233,-9.186,-4.293,3.245,3.52
52,4.751,5.981,9.674,1.841,4.354,6.104,4.395,4.425,2.553,-2.36,-5.167999999999999,3.662,2.8280000000000003,-4.974,-7.131,-16.785,-3.225,-1.841,-5.595,-9.654,-4.883,-3.957,-9.664,-7.975,-11.515,-10.712,-7.832999999999999,-11.658,-15.482999999999999,-15.493,-6.877000000000001,12.217,-0.122,-0.183,-1.3219999999999998,0.722,6.409,-3.886,4.232,1.709,1.821,-4.7,-3.7030000000000003,0.875,3.805,-7.599,-6.5,5.89,-5.92,-5.87,-6.846,-9.349,-1.2409999999999999,-0.031,-6.104,-10.549000000000001,3.428,-11.007,-18.89,-6.744,-9.186,-4.293,1.78,1.567
53,4.262,5.981,7.721,0.376,3.866,6.104,4.395,4.425,1.577,-3.3369999999999997,-6.144,3.174,2.34,-6.439,-7.619,-17.761,-3.713,-1.841,-6.571000000000001,-9.165,-4.883,-3.469,-10.152000000000001,-7.487,-11.515,-9.735,-8.321,-11.169,-15.482999999999999,-15.981,-6.877000000000001,10.264000000000001,-1.099,-0.6709999999999999,-2.787,0.722,5.92,-4.374,5.207999999999999,1.709,0.8440000000000001,-4.7,-4.678999999999999,0.875,3.3160000000000003,-6.622000000000001,-7.477,5.89,-6.897,-4.893,-7.334,-7.8839999999999995,-1.729,-0.031,-6.104,-10.061,3.428,-11.007,-18.402,-6.256,-9.186,-4.293,0.315,0.102
54,4.262,6.957999999999999,5.768,-0.6,4.354,6.5920000000000005,5.371,4.913,1.577,-2.8480000000000003,-6.632000000000001,3.662,2.34,-5.9510000000000005,-6.643,-17.273,-5.178,-1.3530000000000002,-8.036,-7.212000000000001,-5.371,-2.9810000000000003,-10.64,-6.51,-11.515,-8.27,-8.809,-10.681,-14.994000000000002,-15.004000000000001,-6.388,9.776,-1.099,-0.6709999999999999,-4.252,0.23399999999999999,5.92,-2.909,7.1610000000000005,1.709,-0.132,-4.211,-6.144,1.3630000000000002,3.805,-5.157,-8.453,6.8660000000000005,-7.874,-3.428,-7.8229999999999995,-5.931,-2.218,0.45799999999999996,-6.5920000000000005,-9.084,3.9160000000000004,-10.517999999999999,-17.426,-5.28,-9.186,-4.293,-0.17300000000000001,-0.387
55,5.239,9.399,5.28,0.376,5.819,8.057,6.348,4.913,2.065,-2.8480000000000003,-7.121,3.662,2.34,-4.486000000000001,-4.69,-16.785,-6.154,-0.865,-9.501,-5.2589999999999995,-5.371,-2.004,-11.129000000000001,-5.046,-11.027000000000001,-6.317,-9.298,-9.705,-14.017999999999999,-13.54,-5.9,11.241,0.366,0.305,-5.7170000000000005,-0.254,5.432,-0.956,8.626,1.709,-0.132,-2.747,-7.121,1.851,4.293,-3.693,-9.43,7.843,-8.85,-2.94,-8.311,-3.489,-2.218,0.45799999999999996,-6.5920000000000005,-7.131,3.9160000000000004,-9.542,-16.449,-4.303,-9.674,-4.293,-0.17300000000000001,0.102
56,5.727,10.864,5.28,1.3530000000000002,6.307,8.545,6.836,4.425,3.042,-2.8480000000000003,-7.121,3.662,2.8280000000000003,-3.51,-3.225,-17.273,-6.643,-0.865,-10.478,-4.771,-5.859,-1.516,-11.129000000000001,-4.5569999999999995,-11.027000000000001,-5.341,-9.786,-8.728,-13.040999999999999,-12.075,-4.9239999999999995,13.682,2.8080000000000003,0.7929999999999999,-5.229,-0.743,5.432,0.509,9.115,1.2209999999999999,-0.132,-2.747,-7.121,1.851,4.781000000000001,-3.2039999999999997,-10.405999999999999,7.843,-9.338,-2.94,-8.311,-2.513,-2.218,0.45799999999999996,-6.104,-5.178,4.405,-8.565,-15.472000000000001,-3.326,-9.674,-4.293,0.804,0.59
57,6.215,10.864,6.744,0.865,6.307,8.057,6.348,3.448,4.018,-3.825,-6.632000000000001,2.6860000000000004,3.3160000000000003,-3.51,-2.736,-18.25,-6.154,-2.33,-10.478,-5.2589999999999995,-5.371,-1.516,-11.129000000000001,-4.5569999999999995,-11.027000000000001,-5.341,-9.786,-7.751,-12.552999999999999,-10.61,-3.947,15.635,4.272,0.7929999999999999,-3.2760000000000002,-1.719,5.432,0.509,8.626,-0.732,0.8440000000000001,-3.7230000000000003,-6.632000000000001,1.3630000000000002,5.269,-3.693,-10.895,8.331,-8.85,-3.9160000000000004,-8.311,-3.0010000000000003,-2.218,-0.031,-4.638999999999999,-3.225,4.405,-8.077,-14.008,-3.326,-9.674,-4.293,1.2919999999999998,1.567
58,6.215,9.888,8.209,-0.11199999999999999,6.307,7.568,5.859,1.984,4.506,-5.29,-6.144,2.197,3.3160000000000003,-4.486000000000001,-4.2010000000000005,-19.714000000000002,-5.178,-3.7939999999999996,-9.988999999999999,-7.212000000000001,-5.371,-2.004,-10.64,-4.5569999999999995,-11.027000000000001,-5.829,-9.298,-7.263,-12.065,-9.633,-2.4819999999999998,17.588,4.272,-0.183,-1.811,-3.1839999999999997,6.897,-0.956,7.65,-1.709,1.3330000000000002,-4.7,-6.144,0.387,5.757999999999999,-4.669,-10.405999999999999,7.843,-7.874,-4.893,-7.8229999999999995,-3.489,-1.729,-0.519,-3.174,-2.736,4.405,-7.5889999999999995,-12.543,-3.815,-9.186,-4.293,2.2680000000000002,2.055
59,6.215,8.423,9.674,-1.577,6.307,6.5920000000000005,5.371,1.0070000000000001,4.506,-6.266,-5.656000000000001,1.709,3.3160000000000003,-5.9510000000000005,-5.666,-20.691,-4.69,-4.283,-9.013,-7.7010000000000005,-4.883,-2.492,-10.152000000000001,-5.046,-11.027000000000001,-6.317,-8.321,-7.751,-12.552999999999999,-9.145,-1.506,18.077,2.319,-1.16,-1.3219999999999998,-4.1610000000000005,8.362,-1.933,7.1610000000000005,-2.197,1.3330000000000002,-5.676,-6.144,-0.59,5.269,-4.669,-9.918,7.355,-7.385,-4.405,-7.334,-3.977,-1.2409999999999999,-1.0070000000000001,-2.197,-2.736,3.9160000000000004,-7.5889999999999995,-11.565999999999999,-4.303,-9.186,-4.293,2.7569999999999997,2.543
60,6.215,7.935,10.162,-1.577,5.819,6.104,5.371,1.984,3.53,-5.29,-6.144,2.197,2.34,-5.9510000000000005,-7.131,-20.203,-4.69,-2.818,-8.525,-7.212000000000001,-4.883,-2.492,-9.176,-5.046,-11.027000000000001,-5.341,-6.856,-7.751,-12.552999999999999,-8.657,-1.0170000000000001,17.588,0.8540000000000001,-1.16,-2.787,-3.1839999999999997,9.338,-1.444,7.65,-0.732,1.3330000000000002,-5.188,-5.656000000000001,-1.078,4.781000000000001,-3.693,-8.453,7.355,-6.897,-2.94,-6.358,-3.489,-1.2409999999999999,-0.031,-1.2209999999999999,-2.248,3.428,-7.5889999999999995,-11.078,-4.303,-8.698,-4.293,3.733,4.008
61,6.704,8.423,10.651,0.865,5.819,7.08,5.371,3.448,2.553,-3.3369999999999997,-6.632000000000001,2.6860000000000004,1.851,-3.998,-6.643,-18.25,-4.69,-0.376,-7.547999999999999,-5.2589999999999995,-4.883,-1.516,-8.687000000000001,-3.5810000000000004,-10.539000000000001,-3.387,-5.391,-6.775,-11.575999999999999,-8.169,-0.529,18.077,0.366,0.305,-4.74,-0.743,9.338,0.509,9.115,1.709,0.35600000000000004,-2.747,-5.656000000000001,-0.59,4.293,-1.74,-7.477,6.8660000000000005,-6.897,-0.498,-5.381,-1.536,-1.729,1.4340000000000002,-0.244,-1.272,2.94,-7.1,-10.101,-3.326,-7.721,-3.805,4.71,4.496
62,6.704,10.376,10.162,4.283,5.819,8.057,5.371,5.402,1.577,-0.895,-6.632000000000001,4.15,0.875,-0.58,-5.178,-15.32,-4.69,2.065,-7.06,-2.818,-3.906,-0.051,-7.222,-1.6280000000000001,-9.562000000000001,-0.946,-3.927,-5.797999999999999,-10.6,-7.192,0.44799999999999995,18.565,1.3430000000000002,3.235,-5.7170000000000005,2.675,8.85,2.4619999999999997,9.603,3.662,-0.132,0.183,-5.167999999999999,-0.102,3.805,0.7020000000000001,-6.0120000000000005,7.355,-5.432,1.455,-3.9160000000000004,-0.071,-1.729,2.411,0.732,0.193,2.94,-5.636,-9.125,-1.8619999999999999,-6.744,-3.3160000000000003,5.686,5.473
63,6.215,12.329,8.698,7.7010000000000005,5.819,9.033,4.395,6.377999999999999,1.088,0.57,-6.144,4.15,0.875,2.35,-2.736,-13.855,-3.713,3.042,-6.082999999999999,-1.3530000000000002,-3.418,0.43700000000000006,-6.246,-0.163,-8.586,1.0070000000000001,-2.95,-4.333,-9.135,-5.727,1.4240000000000002,19.541,2.319,6.165,-5.229,5.117,7.874,3.927,9.603,4.638999999999999,-0.132,1.6480000000000001,-3.7030000000000003,-0.102,3.3160000000000003,2.655,-5.524,6.8660000000000005,-4.456,2.431,-2.94,0.905,-1.2409999999999999,2.8989999999999996,2.197,2.146,2.452,-4.171,-8.148,-0.397,-5.768,-2.34,5.686,5.961
64,6.215,13.306,7.233,10.142000000000001,4.842,8.545,3.418,6.8660000000000005,0.6,1.546,-5.167999999999999,3.662,0.387,4.791,-2.248,-12.878,-1.76,3.53,-5.107,-0.376,-2.93,0.43700000000000006,-5.269,0.326,-7.609,1.984,-2.4619999999999997,-3.845,-8.647,-5.239,2.401,20.03,3.2960000000000003,8.606,-4.74,6.093,8.362,5.391,8.626,4.638999999999999,0.35600000000000004,3.113,-2.7260000000000004,-0.59,2.34,3.6319999999999997,-5.035,6.377999999999999,-2.991,2.92,-1.963,1.3940000000000001,-0.753,2.8989999999999996,3.174,2.635,1.475,-3.682,-7.66,0.58,-5.28,-2.34,5.686,5.961
65,6.704,13.794,8.209,11.607000000000001,4.842,8.545,2.93,6.8660000000000005,0.11199999999999999,2.523,-4.191,3.662,0.875,5.768,-3.225,-12.39,-0.7829999999999999,3.53,-4.618,0.11199999999999999,-2.441,0.43700000000000006,-5.269,0.326,-7.609,2.472,-2.4619999999999997,-3.845,-9.135,-5.239,2.889,21.006,3.784,10.071,-4.74,6.582000000000001,9.827,7.832999999999999,8.138,5.127000000000001,0.8440000000000001,3.6010000000000004,-2.238,-0.59,2.34,4.6080000000000005,-5.035,6.377999999999999,-2.991,3.408,-1.963,1.882,-0.264,2.411,2.6860000000000004,2.146,1.475,-3.682,-8.148,0.58,-4.791,-2.34,6.175,5.961
66,8.169,14.282,11.139000000000001,13.072000000000001,5.819,9.033,3.906,7.843,0.6,4.9639999999999995,-4.678999999999999,4.15,0.875,7.233,-4.2010000000000005,-11.902000000000001,-1.272,4.506,-5.107,1.088,-2.93,0.43700000000000006,-6.734,-0.6509999999999999,-8.097000000000001,2.96,-2.95,-4.822,-10.111,-5.727,1.912,21.983,5.249,10.559000000000001,-5.229,7.558,11.292,11.251,9.115,6.104,0.8440000000000001,5.066,-3.215,-0.102,2.8280000000000003,5.585,-5.035,7.355,-3.967,3.8960000000000004,-2.94,2.37,-0.264,2.8989999999999996,1.709,2.146,2.452,-4.659,-9.125,-0.397,-5.768,-2.34,7.151,6.938
67,10.122,15.259,15.045,15.025,7.772,10.985999999999999,5.859,9.796,1.577,7.406000000000001,-6.144,5.615,1.3630000000000002,9.186,-5.178,-10.925,-3.225,5.971,-6.571000000000001,2.065,-3.906,0.43700000000000006,-8.199,-0.6509999999999999,-9.562000000000001,3.937,-3.927,-6.287000000000001,-11.575999999999999,-6.215,0.9359999999999999,23.448,7.202000000000001,10.071,-5.7170000000000005,9.511000000000001,11.78,15.157,11.068,8.057,0.35600000000000004,6.531000000000001,-4.191,1.851,3.805,7.05,-5.035,8.82,-5.432,4.3839999999999995,-4.405,3.347,-0.753,3.8760000000000003,0.244,3.123,2.94,-6.124,-10.101,-1.3730000000000002,-7.233,-3.3160000000000003,8.616,8.402999999999999
68,12.562999999999999,16.724,16.998,16.000999999999998,9.725,12.450999999999999,7.324,11.261,3.042,9.359,-8.097000000000001,7.08,1.851,10.162,-4.69,-9.46,-4.69,6.9479999999999995,-7.547999999999999,3.042,-4.883,0.9259999999999999,-9.664,-0.163,-10.539000000000001,5.402,-3.927,-6.775,-12.065,-6.215,0.44799999999999995,26.377,9.155,9.583,-5.7170000000000005,11.464,11.292,17.11,13.997,9.521,-0.132,7.996,-5.656000000000001,3.3160000000000003,5.269,8.514,-5.524,10.773,-7.385,4.873,-5.381,4.323,-1.2409999999999999,4.364,-0.244,4.1,3.9160000000000004,-6.612,-10.59,-1.3730000000000002,-8.698,-3.3160000000000003,10.569,10.356
69,14.027999999999999,17.7,16.022000000000002,15.513,10.700999999999999,13.427999999999999,7.812,11.749,4.018,8.87,-8.586,7.08,1.851,9.674,-3.225,-8.484,-5.666,6.46,-8.036,3.042,-5.371,0.9259999999999999,-10.152000000000001,0.326,-10.539000000000001,6.8660000000000005,-3.438,-6.287000000000001,-11.575999999999999,-5.239,0.9359999999999999,28.819000000000003,9.644,8.606,-4.252,11.953,10.315,15.157,14.974,9.033,-0.132,7.507000000000001,-6.144,4.293,6.246,9.491,-5.035,11.261,-7.385,4.3839999999999995,-4.893,4.812,-1.729,3.8760000000000003,0.244,5.564,4.405,-6.124,-10.101,-0.885,-9.186,-3.3160000000000003,12.034,11.82
70,13.54,16.724,12.604000000000001,12.095,10.700999999999999,12.939,6.836,10.284,4.506,4.9639999999999995,-7.609,5.615,1.851,7.233,-0.7829999999999999,-8.972000000000001,-5.178,4.018,-7.06,2.065,-4.883,0.9259999999999999,-8.687000000000001,0.8140000000000001,-9.562000000000001,7.843,-2.4619999999999997,-4.822,-10.6,-3.286,1.912,29.307,7.202000000000001,6.653,-2.787,9.023,10.802999999999999,10.274000000000001,13.997,6.104,0.35600000000000004,5.553999999999999,-5.656000000000001,3.3160000000000003,5.757999999999999,9.003,-4.547,10.773,-6.409,3.408,-3.428,4.812,-1.729,3.387,2.197,5.564,3.9160000000000004,-5.147,-8.636000000000001,0.092,-8.209,-3.3160000000000003,12.034,11.82
71,11.587,14.282,10.162,7.212000000000001,9.237,10.498,5.371,6.8660000000000005,3.53,0.081,-5.656000000000001,3.662,1.851,4.303,0.682,-11.414000000000001,-3.713,1.577,-6.082999999999999,1.088,-3.418,0.43700000000000006,-7.222,1.3019999999999998,-8.097000000000001,7.355,-0.509,-3.845,-9.135,-2.309,3.866,27.842,3.784,4.7,-1.811,4.628,11.292,4.415,11.068,2.6860000000000004,1.3330000000000002,2.136,-4.678999999999999,0.875,5.269,8.026,-3.571,9.308,-4.944,2.431,-1.475,4.812,-1.729,1.923,4.15,5.0760000000000005,2.94,-3.682,-6.683,0.58,-6.744,-2.34,10.569,10.356
